date,client,industry,location,position,skillset,interview_type,gender,cand_cur_loc,cand_job_loc,interview_loc,start_perm,unsch_mtgs,precall,alt_num,res_jd,venue_clear,letter_shared,mar_status,weekdays,exp_noshow,obs_noshow,d_loc2job,d_loc2int
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,1,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,1,0,0,0,0
2016-04-12,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,1,0,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,1,1,1,1,1,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,1,1,1,1,1,1,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,0,1,0,1,1,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,0,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,1,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,0,0,0,0,0,0,0,0,2,1,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-04-13,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk In,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,1,0,0
